name,pageid,ns,title,contentmodel,pagelanguage,pagelanguagehtmlcode,pagelanguagedir,touched,lastrevid,length,talkid,fullurl,editurl,canonicalurl,watchers,missing,redirect,new,revision_id,article_quality,url,country,Geography,Population
Rogelio Canches,74559693.0,0.0,Rogelio Canches,wikitext,en,en,ltr,2024-10-11T00:30:42Z,1225777652,1265.0,74559698.0,https://en.wikipedia.org/wiki/Rogelio_Canches,https://en.wikipedia.org/w/index.php?title=Rogelio_Canches&action=edit,https://en.wikipedia.org/wiki/Rogelio_Canches,,,,,1225777652,Stub,https://en.wikipedia.org/wiki/Rogelio_Canches,Peru,Peru,33.8
Roger Amuruz,72086560.0,0.0,Roger Amuruz,wikitext,en,en,ltr,2024-10-05T14:43:06Z,1231916441,2244.0,72086563.0,https://en.wikipedia.org/wiki/Roger_Amuruz,https://en.wikipedia.org/w/index.php?title=Roger_Amuruz&action=edit,https://en.wikipedia.org/wiki/Roger_Amuruz,,,,,1231916441,Stub,https://en.wikipedia.org/wiki/Roger_Amuruz,Peru,Peru,33.8
Roger Djikisna,49009010.0,0.0,Roger Djikisna,wikitext,en,en,ltr,2024-10-11T23:56:42Z,1175430342,936.0,52354565.0,https://en.wikipedia.org/wiki/Roger_Djikisna,https://en.wikipedia.org/w/index.php?title=Roger_Djikisna&action=edit,https://en.wikipedia.org/wiki/Roger_Djikisna,,,,,1175430342,Stub,https://en.wikipedia.org/wiki/Roger_Djikisna,Chad,Chad,18.3
Roger Windels,48711104.0,0.0,Roger Windels,wikitext,en,en,ltr,2024-10-10T01:45:40Z,1185742670,5661.0,52388138.0,https://en.wikipedia.org/wiki/Roger_Windels,https://en.wikipedia.org/w/index.php?title=Roger_Windels&action=edit,https://en.wikipedia.org/wiki/Roger_Windels,,,,,1185742670,Start,https://en.wikipedia.org/wiki/Roger_Windels,Belgium,Belgium,11.8
Rohana Wijeweera,1769324.0,0.0,Rohana Wijeweera,wikitext,en,en,ltr,2024-10-11T00:17:45Z,1249738578,20692.0,2056545.0,https://en.wikipedia.org/wiki/Rohana_Wijeweera,https://en.wikipedia.org/w/index.php?title=Rohana_Wijeweera&action=edit,https://en.wikipedia.org/wiki/Rohana_Wijeweera,,,,,1249738578,C,https://en.wikipedia.org/wiki/Rohana_Wijeweera,Sri Lanka,Sri Lanka,22.7
Roland Giberti,32634620.0,0.0,Roland Giberti,wikitext,en,en,ltr,2024-09-27T01:20:52Z,955452341,1511.0,32640798.0,https://en.wikipedia.org/wiki/Roland_Giberti,https://en.wikipedia.org/w/index.php?title=Roland_Giberti&action=edit,https://en.wikipedia.org/wiki/Roland_Giberti,,,,,955452341,Stub,https://en.wikipedia.org/wiki/Roland_Giberti,France,France,65.9
Rolandas Paulauskas,20730005.0,0.0,Rolandas Paulauskas,wikitext,en,en,ltr,2024-09-05T21:21:52Z,1020295832,1408.0,22902718.0,https://en.wikipedia.org/wiki/Rolandas_Paulauskas,https://en.wikipedia.org/w/index.php?title=Rolandas_Paulauskas&action=edit,https://en.wikipedia.org/wiki/Rolandas_Paulauskas,,,,,1020295832,Stub,https://en.wikipedia.org/wiki/Rolandas_Paulauskas,Lithuania,Lithuania,2.9
Rolando Calderón,75976175.0,0.0,Rolando Calderón,wikitext,en,en,ltr,2024-10-05T14:43:48Z,1241145448,2671.0,76024707.0,https://en.wikipedia.org/wiki/Rolando_Calder%C3%B3n,https://en.wikipedia.org/w/index.php?title=Rolando_Calder%C3%B3n&action=edit,https://en.wikipedia.org/wiki/Rolando_Calder%C3%B3n,,,,,1241145448,Stub,https://en.wikipedia.org/wiki/Rolando_Calderón,Chile,Chile,20.0
Roman Dmitriyev,35290565.0,0.0,Roman Dmitriyev,wikitext,en,en,ltr,2024-10-11T00:24:51Z,1224580022,3885.0,35326052.0,https://en.wikipedia.org/wiki/Roman_Dmitriyev,https://en.wikipedia.org/w/index.php?title=Roman_Dmitriyev&action=edit,https://en.wikipedia.org/wiki/Roman_Dmitriyev,,,,,1224580022,Start,https://en.wikipedia.org/wiki/Roman_Dmitriyev,Russia,Russia,146.9
Roman Knoll (politician),64666717.0,0.0,Roman Knoll (politician),wikitext,en,en,ltr,2024-09-27T02:26:11Z,1148272129,733.0,64722012.0,https://en.wikipedia.org/wiki/Roman_Knoll_(politician),https://en.wikipedia.org/w/index.php?title=Roman_Knoll_(politician)&action=edit,https://en.wikipedia.org/wiki/Roman_Knoll_(politician),,,,,1148272129,Stub,https://en.wikipedia.org/wiki/Roman_Knoll_(politician),Poland,Poland,37.7
Roman Kostenko,70569402.0,0.0,Roman Kostenko,wikitext,en,en,ltr,2024-10-11T00:30:14Z,1246289591,15389.0,70569427.0,https://en.wikipedia.org/wiki/Roman_Kostenko,https://en.wikipedia.org/w/index.php?title=Roman_Kostenko&action=edit,https://en.wikipedia.org/wiki/Roman_Kostenko,,,,,1246289591,C,https://en.wikipedia.org/wiki/Roman_Kostenko,Ukraine,Ukraine,36.7
Roman Mashovets,71293657.0,0.0,Roman Mashovets,wikitext,en,en,ltr,2024-10-11T00:30:20Z,1235987628,7816.0,71335045.0,https://en.wikipedia.org/wiki/Roman_Mashovets,https://en.wikipedia.org/w/index.php?title=Roman_Mashovets&action=edit,https://en.wikipedia.org/wiki/Roman_Mashovets,,,,,1235987628,Start,https://en.wikipedia.org/wiki/Roman_Mashovets,Ukraine,Ukraine,36.7
Roman Onderka,68431211.0,0.0,Roman Onderka,wikitext,en,en,ltr,2024-09-27T02:32:12Z,1185739645,2916.0,68431219.0,https://en.wikipedia.org/wiki/Roman_Onderka,https://en.wikipedia.org/w/index.php?title=Roman_Onderka&action=edit,https://en.wikipedia.org/wiki/Roman_Onderka,,,,,1185739645,Stub,https://en.wikipedia.org/wiki/Roman_Onderka,Czechia,Czechia,10.9
Roman Szełemej,77044057.0,0.0,Roman Szełemej,wikitext,en,en,ltr,2024-10-05T14:43:59Z,1229243879,9049.0,77050901.0,https://en.wikipedia.org/wiki/Roman_Sze%C5%82emej,https://en.wikipedia.org/w/index.php?title=Roman_Sze%C5%82emej&action=edit,https://en.wikipedia.org/wiki/Roman_Sze%C5%82emej,,,,,1229243879,C,https://en.wikipedia.org/wiki/Roman_Szełemej,Poland,Poland,37.7
Romi Herton,58674526.0,0.0,Romi Herton,wikitext,en,en,ltr,2024-10-05T14:39:34Z,1223610630,7820.0,58676648.0,https://en.wikipedia.org/wiki/Romi_Herton,https://en.wikipedia.org/w/index.php?title=Romi_Herton&action=edit,https://en.wikipedia.org/wiki/Romi_Herton,,,,,1223610630,C,https://en.wikipedia.org/wiki/Romi_Herton,Indonesia,Indonesia,278.7
Romodan Mohammed Nur,70576186.0,0.0,Romodan Mohammed Nur,wikitext,en,en,ltr,2024-10-05T14:42:52Z,1238345049,3088.0,70662874.0,https://en.wikipedia.org/wiki/Romodan_Mohammed_Nur,https://en.wikipedia.org/w/index.php?title=Romodan_Mohammed_Nur&action=edit,https://en.wikipedia.org/wiki/Romodan_Mohammed_Nur,,,,,1238345049,Start,https://en.wikipedia.org/wiki/Romodan_Mohammed_Nur,Eritrea,Eritrea,3.7
Romulus Cioflec,28641633.0,0.0,Romulus Cioflec,wikitext,en,en,ltr,2024-10-05T14:32:06Z,1217161284,4599.0,28913093.0,https://en.wikipedia.org/wiki/Romulus_Cioflec,https://en.wikipedia.org/w/index.php?title=Romulus_Cioflec&action=edit,https://en.wikipedia.org/wiki/Romulus_Cioflec,,,,,1217161284,Start,https://en.wikipedia.org/wiki/Romulus_Cioflec,Moldova,Moldova,3.4
Román Mayorga Quirós,65002928.0,0.0,Román Mayorga Quirós,wikitext,en,en,ltr,2024-09-28T16:48:29Z,1171434505,1492.0,70263964.0,https://en.wikipedia.org/wiki/Rom%C3%A1n_Mayorga_Quir%C3%B3s,https://en.wikipedia.org/w/index.php?title=Rom%C3%A1n_Mayorga_Quir%C3%B3s&action=edit,https://en.wikipedia.org/wiki/Rom%C3%A1n_Mayorga_Quir%C3%B3s,,,,,1171434505,Stub,https://en.wikipedia.org/wiki/Román_Mayorga_Quirós,El Salvador,El Salvador,6.4
Román Oyarzun Oyarzun,53729465.0,0.0,Román Oyarzun Oyarzun,wikitext,en,en,ltr,2024-10-08T21:30:08Z,1235475298,62428.0,53729511.0,https://en.wikipedia.org/wiki/Rom%C3%A1n_Oyarzun_Oyarzun,https://en.wikipedia.org/w/index.php?title=Rom%C3%A1n_Oyarzun_Oyarzun&action=edit,https://en.wikipedia.org/wiki/Rom%C3%A1n_Oyarzun_Oyarzun,,,,,1235475298,FA,https://en.wikipedia.org/wiki/Román_Oyarzun_Oyarzun,Spain,Spain,48.3
Ronald Gamarra Herrera,31502350.0,0.0,Ronald Gamarra Herrera,wikitext,en,en,ltr,2024-09-28T16:48:05Z,1247351339,1983.0,31511204.0,https://en.wikipedia.org/wiki/Ronald_Gamarra_Herrera,https://en.wikipedia.org/w/index.php?title=Ronald_Gamarra_Herrera&action=edit,https://en.wikipedia.org/wiki/Ronald_Gamarra_Herrera,,,,,1247351339,Stub,https://en.wikipedia.org/wiki/Ronald_Gamarra_Herrera,Peru,Peru,33.8
Ronald Jay Williams,51320862.0,0.0,Ronald Jay Williams,wikitext,en,en,ltr,2024-10-05T14:37:39Z,1180617130,10247.0,51440090.0,https://en.wikipedia.org/wiki/Ronald_Jay_Williams,https://en.wikipedia.org/w/index.php?title=Ronald_Jay_Williams&action=edit,https://en.wikipedia.org/wiki/Ronald_Jay_Williams,,,,,1180617130,C,https://en.wikipedia.org/wiki/Ronald_Jay_Williams,Trinidad and Tobago,Trinidad and Tobago,1.4
Ronald Ruai Deng,49132584.0,0.0,Ronald Ruai Deng,wikitext,en,en,ltr,2024-09-11T06:15:52Z,919609685,1273.0,49132658.0,https://en.wikipedia.org/wiki/Ronald_Ruai_Deng,https://en.wikipedia.org/w/index.php?title=Ronald_Ruai_Deng&action=edit,https://en.wikipedia.org/wiki/Ronald_Ruai_Deng,,,,,919609685,Stub,https://en.wikipedia.org/wiki/Ronald_Ruai_Deng,South Sudan,South Sudan,11.1
Ronaldo Lessa,76431103.0,0.0,Ronaldo Lessa,wikitext,en,en,ltr,2024-09-11T03:37:49Z,1225265033,14556.0,76464888.0,https://en.wikipedia.org/wiki/Ronaldo_Lessa,https://en.wikipedia.org/w/index.php?title=Ronaldo_Lessa&action=edit,https://en.wikipedia.org/wiki/Ronaldo_Lessa,,,,,1225265033,C,https://en.wikipedia.org/wiki/Ronaldo_Lessa,Brazil,Brazil,204.0
Rony Célestin,72330877.0,0.0,Rony Célestin,wikitext,en,en,ltr,2024-08-18T00:50:14Z,1127705961,3763.0,72331520.0,https://en.wikipedia.org/wiki/Rony_C%C3%A9lestin,https://en.wikipedia.org/w/index.php?title=Rony_C%C3%A9lestin&action=edit,https://en.wikipedia.org/wiki/Rony_C%C3%A9lestin,,,,,1127705961,Start,https://en.wikipedia.org/wiki/Rony_Célestin,Haiti,Haiti,11.6
Roozbeh Farahanipour,2978080.0,0.0,Roozbeh Farahanipour,wikitext,en,en,ltr,2024-10-05T14:24:24Z,1247711258,12402.0,3709884.0,https://en.wikipedia.org/wiki/Roozbeh_Farahanipour,https://en.wikipedia.org/w/index.php?title=Roozbeh_Farahanipour&action=edit,https://en.wikipedia.org/wiki/Roozbeh_Farahanipour,,,,,1247711258,C,https://en.wikipedia.org/wiki/Roozbeh_Farahanipour,Iran,Iran,89.2
Rosa Gómez de Mejía,68226091.0,0.0,Rosa Gómez de Mejía,wikitext,en,en,ltr,2024-10-11T00:29:56Z,1246218785,7338.0,68226110.0,https://en.wikipedia.org/wiki/Rosa_G%C3%B3mez_de_Mej%C3%ADa,https://en.wikipedia.org/w/index.php?title=Rosa_G%C3%B3mez_de_Mej%C3%ADa&action=edit,https://en.wikipedia.org/wiki/Rosa_G%C3%B3mez_de_Mej%C3%ADa,,,,,1246218785,Start,https://en.wikipedia.org/wiki/Rosa_Gómez_de_Mejía,Dominican Republic,Dominican Republic,11.3
Rosa Luís de Sousa Micolo,76157000.0,0.0,Rosa Luís de Sousa Micolo,wikitext,en,en,ltr,2024-09-27T02:43:25Z,1246271741,1244.0,76157007.0,https://en.wikipedia.org/wiki/Rosa_Lu%C3%ADs_de_Sousa_Micolo,https://en.wikipedia.org/w/index.php?title=Rosa_Lu%C3%ADs_de_Sousa_Micolo&action=edit,https://en.wikipedia.org/wiki/Rosa_Lu%C3%ADs_de_Sousa_Micolo,,,,,1246271741,Stub,https://en.wikipedia.org/wiki/Rosa_Luís_de_Sousa_Micolo,Angola,Angola,36.7
Rosa María Ortiz,65387335.0,0.0,Rosa María Ortiz,wikitext,en,en,ltr,2024-09-28T16:48:29Z,1153524408,1563.0,65387347.0,https://en.wikipedia.org/wiki/Rosa_Mar%C3%ADa_Ortiz,https://en.wikipedia.org/w/index.php?title=Rosa_Mar%C3%ADa_Ortiz&action=edit,https://en.wikipedia.org/wiki/Rosa_Mar%C3%ADa_Ortiz,,,,,1153524408,Stub,https://en.wikipedia.org/wiki/Rosa_María_Ortiz,Peru,Peru,33.8
Rosalvo Bobo,53943539.0,0.0,Rosalvo Bobo,wikitext,en,en,ltr,2024-09-27T02:07:29Z,1221928174,2713.0,56360934.0,https://en.wikipedia.org/wiki/Rosalvo_Bobo,https://en.wikipedia.org/w/index.php?title=Rosalvo_Bobo&action=edit,https://en.wikipedia.org/wiki/Rosalvo_Bobo,,,,,1221928174,Start,https://en.wikipedia.org/wiki/Rosalvo_Bobo,Haiti,Haiti,11.6
Rosan Roeslani,71861583.0,0.0,Rosan Roeslani,wikitext,en,en,ltr,2024-10-11T14:55:12Z,1250627043,11872.0,71876517.0,https://en.wikipedia.org/wiki/Rosan_Roeslani,https://en.wikipedia.org/w/index.php?title=Rosan_Roeslani&action=edit,https://en.wikipedia.org/wiki/Rosan_Roeslani,,,,,1250627043,C,https://en.wikipedia.org/wiki/Rosan_Roeslani,Indonesia,Indonesia,278.7
Rosana Martinelli,77152159.0,0.0,Rosana Martinelli,wikitext,en,en,ltr,2024-10-11T19:12:18Z,1230117539,9463.0,77179729.0,https://en.wikipedia.org/wiki/Rosana_Martinelli,https://en.wikipedia.org/w/index.php?title=Rosana_Martinelli&action=edit,https://en.wikipedia.org/wiki/Rosana_Martinelli,,,,,1230117539,C,https://en.wikipedia.org/wiki/Rosana_Martinelli,Brazil,Brazil,204.0
Rosanna Minozzi,69747989.0,0.0,Rosanna Minozzi,wikitext,en,en,ltr,2024-10-05T14:42:41Z,1244868290,2993.0,69748265.0,https://en.wikipedia.org/wiki/Rosanna_Minozzi,https://en.wikipedia.org/w/index.php?title=Rosanna_Minozzi&action=edit,https://en.wikipedia.org/wiki/Rosanna_Minozzi,,,,,1244868290,Stub,https://en.wikipedia.org/wiki/Rosanna_Minozzi,Italy,Italy,58.8
Roseline Emma Rasolovoahangy,38739697.0,0.0,Roseline Emma Rasolovoahangy,wikitext,en,en,ltr,2024-09-28T23:11:29Z,1244364217,5891.0,39602360.0,https://en.wikipedia.org/wiki/Roseline_Emma_Rasolovoahangy,https://en.wikipedia.org/w/index.php?title=Roseline_Emma_Rasolovoahangy&action=edit,https://en.wikipedia.org/wiki/Roseline_Emma_Rasolovoahangy,,,,,1244364217,Start,https://en.wikipedia.org/wiki/Roseline_Emma_Rasolovoahangy,Madagascar,Madagascar,30.4
Rosen Plevneliev,27881798.0,0.0,Rosen Plevneliev,wikitext,en,en,ltr,2024-10-11T00:23:35Z,1243979008,22918.0,28100203.0,https://en.wikipedia.org/wiki/Rosen_Plevneliev,https://en.wikipedia.org/w/index.php?title=Rosen_Plevneliev&action=edit,https://en.wikipedia.org/wiki/Rosen_Plevneliev,,,,,1243979008,C,https://en.wikipedia.org/wiki/Rosen_Plevneliev,Bulgaria,Bulgaria,6.4
Rosendo Collazo,76891454.0,0.0,Rosendo Collazo,wikitext,en,en,ltr,2024-09-28T16:48:37Z,1245672019,14137.0,76892308.0,https://en.wikipedia.org/wiki/Rosendo_Collazo,https://en.wikipedia.org/w/index.php?title=Rosendo_Collazo&action=edit,https://en.wikipedia.org/wiki/Rosendo_Collazo,,,,,1245672019,GA,https://en.wikipedia.org/wiki/Rosendo_Collazo,Cuba,Cuba,11.0
Roshan Kumar Songa,77109411.0,0.0,Roshan Kumar Songa,wikitext,en,en,ltr,2024-09-27T02:44:28Z,1238710746,2030.0,77109470.0,https://en.wikipedia.org/wiki/Roshan_Kumar_Songa,https://en.wikipedia.org/w/index.php?title=Roshan_Kumar_Songa&action=edit,https://en.wikipedia.org/wiki/Roshan_Kumar_Songa,,,,,1238710746,Stub,https://en.wikipedia.org/wiki/Roshan_Kumar_Songa,India,India,1428.6
Roslan Saidin,77107888.0,0.0,Roslan Saidin,wikitext,en,en,ltr,2024-10-11T00:31:01Z,1236575083,5316.0,77109760.0,https://en.wikipedia.org/wiki/Roslan_Saidin,https://en.wikipedia.org/w/index.php?title=Roslan_Saidin&action=edit,https://en.wikipedia.org/wiki/Roslan_Saidin,,,,,1236575083,Start,https://en.wikipedia.org/wiki/Roslan_Saidin,Malaysia,Malaysia,33.4
Roslyne Akombe,55563463.0,0.0,Roslyne Akombe,wikitext,en,en,ltr,2024-10-05T14:38:39Z,1216381889,11467.0,55917750.0,https://en.wikipedia.org/wiki/Roslyne_Akombe,https://en.wikipedia.org/w/index.php?title=Roslyne_Akombe&action=edit,https://en.wikipedia.org/wiki/Roslyne_Akombe,,,,,1216381889,C,https://en.wikipedia.org/wiki/Roslyne_Akombe,Kenya,Kenya,55.1
Rossana Chahla,74226514.0,0.0,Rossana Chahla,wikitext,en,en,ltr,2024-10-07T16:32:33Z,1227517224,13949.0,74279051.0,https://en.wikipedia.org/wiki/Rossana_Chahla,https://en.wikipedia.org/w/index.php?title=Rossana_Chahla&action=edit,https://en.wikipedia.org/wiki/Rossana_Chahla,,,,,1227517224,C,https://en.wikipedia.org/wiki/Rossana_Chahla,Argentina,Argentina,46.3
Rovshan Javadov,3197492.0,0.0,Rovshan Javadov,wikitext,en,en,ltr,2024-10-11T00:18:22Z,1250266366,15049.0,3660744.0,https://en.wikipedia.org/wiki/Rovshan_Javadov,https://en.wikipedia.org/w/index.php?title=Rovshan_Javadov&action=edit,https://en.wikipedia.org/wiki/Rovshan_Javadov,,,,,1250266366,C,https://en.wikipedia.org/wiki/Rovshan_Javadov,Azerbaijan,Azerbaijan,10.2
Rovshen Rzayev,75573577.0,0.0,Rovshen Rzayev,wikitext,en,en,ltr,2024-10-05T14:43:43Z,1208078338,3191.0,75573983.0,https://en.wikipedia.org/wiki/Rovshen_Rzayev,https://en.wikipedia.org/w/index.php?title=Rovshen_Rzayev&action=edit,https://en.wikipedia.org/wiki/Rovshen_Rzayev,,,,,1208078338,Start,https://en.wikipedia.org/wiki/Rovshen_Rzayev,Azerbaijan,Azerbaijan,10.2
Rowan Cronjé,53063786.0,0.0,Rowan Cronjé,wikitext,en,en,ltr,2024-10-03T15:51:12Z,1248935419,24507.0,53073792.0,https://en.wikipedia.org/wiki/Rowan_Cronj%C3%A9,https://en.wikipedia.org/w/index.php?title=Rowan_Cronj%C3%A9&action=edit,https://en.wikipedia.org/wiki/Rowan_Cronj%C3%A9,,,,,1248935419,C,https://en.wikipedia.org/wiki/Rowan_Cronjé,South Africa,South Africa,60.7
Roy Fredericks,2662165.0,0.0,Roy Fredericks,wikitext,en,en,ltr,2024-10-05T14:24:14Z,1225354614,7708.0,6572321.0,https://en.wikipedia.org/wiki/Roy_Fredericks,https://en.wikipedia.org/w/index.php?title=Roy_Fredericks&action=edit,https://en.wikipedia.org/wiki/Roy_Fredericks,,,,,1225354614,Start,https://en.wikipedia.org/wiki/Roy_Fredericks,Guyana,Guyana,0.8
Roy Reding,43325806.0,0.0,Roy Reding,wikitext,en,en,ltr,2024-10-05T14:35:36Z,1246066908,9072.0,43332543.0,https://en.wikipedia.org/wiki/Roy_Reding,https://en.wikipedia.org/w/index.php?title=Roy_Reding&action=edit,https://en.wikipedia.org/wiki/Roy_Reding,,,,,1246066908,C,https://en.wikipedia.org/wiki/Roy_Reding,Luxembourg,Luxembourg,0.7
Rrahman Morina,17085203.0,0.0,Rrahman Morina,wikitext,en,en,ltr,2024-10-11T16:51:22Z,1250597679,5071.0,18947010.0,https://en.wikipedia.org/wiki/Rrahman_Morina,https://en.wikipedia.org/w/index.php?title=Rrahman_Morina&action=edit,https://en.wikipedia.org/wiki/Rrahman_Morina,,,,,1250597679,Start,https://en.wikipedia.org/wiki/Rrahman_Morina,Kosovo,Kosovo,1.7
Ruben Miroyan,76520554.0,0.0,Ruben Miroyan,wikitext,en,en,ltr,2024-10-05T14:43:54Z,1228290809,3195.0,76520807.0,https://en.wikipedia.org/wiki/Ruben_Miroyan,https://en.wikipedia.org/w/index.php?title=Ruben_Miroyan&action=edit,https://en.wikipedia.org/wiki/Ruben_Miroyan,,,,,1228290809,Start,https://en.wikipedia.org/wiki/Ruben_Miroyan,Armenia,Armenia,3.0
Ruben Mirzakhanyan,52825646.0,0.0,Ruben Mirzakhanyan,wikitext,en,en,ltr,2024-10-05T14:38:02Z,1214661775,6008.0,52899066.0,https://en.wikipedia.org/wiki/Ruben_Mirzakhanyan,https://en.wikipedia.org/w/index.php?title=Ruben_Mirzakhanyan&action=edit,https://en.wikipedia.org/wiki/Ruben_Mirzakhanyan,,,,,1214661775,Start,https://en.wikipedia.org/wiki/Ruben_Mirzakhanyan,Armenia,Armenia,3.0
Rubén Alonso Rosales,11797165.0,0.0,Rubén Alonso Rosales,wikitext,en,en,ltr,2024-10-05T14:27:25Z,1249085177,6882.0,23054418.0,https://en.wikipedia.org/wiki/Rub%C3%A9n_Alonso_Rosales,https://en.wikipedia.org/w/index.php?title=Rub%C3%A9n_Alonso_Rosales&action=edit,https://en.wikipedia.org/wiki/Rub%C3%A9n_Alonso_Rosales,,,,,1249085177,Start,https://en.wikipedia.org/wiki/Rubén_Alonso_Rosales,El Salvador,El Salvador,6.4
Rubén González Cárdenas,47302033.0,0.0,Rubén González Cárdenas,wikitext,en,en,ltr,2024-10-05T14:36:34Z,1240178755,27571.0,52509652.0,https://en.wikipedia.org/wiki/Rub%C3%A9n_Gonz%C3%A1lez_C%C3%A1rdenas,https://en.wikipedia.org/w/index.php?title=Rub%C3%A9n_Gonz%C3%A1lez_C%C3%A1rdenas&action=edit,https://en.wikipedia.org/wiki/Rub%C3%A9n_Gonz%C3%A1lez_C%C3%A1rdenas,,,,,1240178755,C,https://en.wikipedia.org/wiki/Rubén_González_Cárdenas,Venezuela,Venezuela,28.8
Rubén Martínez Puente,68355539.0,0.0,Rubén Martínez Puente,wikitext,en,en,ltr,2024-10-12T00:16:04Z,1180190049,1511.0,68355544.0,https://en.wikipedia.org/wiki/Rub%C3%A9n_Mart%C3%ADnez_Puente,https://en.wikipedia.org/w/index.php?title=Rub%C3%A9n_Mart%C3%ADnez_Puente&action=edit,https://en.wikipedia.org/wiki/Rub%C3%A9n_Mart%C3%ADnez_Puente,,,,,1180190049,Stub,https://en.wikipedia.org/wiki/Rubén_Martínez_Puente,Cuba,Cuba,11.0
Rudolf Bahro,440245.0,0.0,Rudolf Bahro,wikitext,en,en,ltr,2024-10-11T16:51:05Z,1246514462,28882.0,7156265.0,https://en.wikipedia.org/wiki/Rudolf_Bahro,https://en.wikipedia.org/w/index.php?title=Rudolf_Bahro&action=edit,https://en.wikipedia.org/wiki/Rudolf_Bahro,,,,,1246514462,C,https://en.wikipedia.org/wiki/Rudolf_Bahro,Germany,Germany,84.9
Rudolf Filkus,41434807.0,0.0,Rudolf Filkus,wikitext,en,en,ltr,2024-09-30T05:20:48Z,1165978468,1094.0,44800638.0,https://en.wikipedia.org/wiki/Rudolf_Filkus,https://en.wikipedia.org/w/index.php?title=Rudolf_Filkus&action=edit,https://en.wikipedia.org/wiki/Rudolf_Filkus,,,,,1165978468,Stub,https://en.wikipedia.org/wiki/Rudolf_Filkus,Slovakia,Slovakia,5.4
Rudolf Fredrik Berg,43028563.0,0.0,Rudolf Fredrik Berg,wikitext,en,en,ltr,2024-09-27T01:47:12Z,1235493370,5945.0,43028647.0,https://en.wikipedia.org/wiki/Rudolf_Fredrik_Berg,https://en.wikipedia.org/w/index.php?title=Rudolf_Fredrik_Berg&action=edit,https://en.wikipedia.org/wiki/Rudolf_Fredrik_Berg,,,,,1235493370,Start,https://en.wikipedia.org/wiki/Rudolf_Fredrik_Berg,Sweden,Sweden,10.5
Rudolf Hilf,52742626.0,0.0,Rudolf Hilf,wikitext,en,en,ltr,2024-09-10T17:46:11Z,1065378015,2581.0,52811223.0,https://en.wikipedia.org/wiki/Rudolf_Hilf,https://en.wikipedia.org/w/index.php?title=Rudolf_Hilf&action=edit,https://en.wikipedia.org/wiki/Rudolf_Hilf,,,,,1065378015,Start,https://en.wikipedia.org/wiki/Rudolf_Hilf,Germany,Germany,84.9
Rudolf Paszek,37605429.0,0.0,Rudolf Paszek,wikitext,en,en,ltr,2024-10-05T14:34:13Z,1194017871,4301.0,37605432.0,https://en.wikipedia.org/wiki/Rudolf_Paszek,https://en.wikipedia.org/w/index.php?title=Rudolf_Paszek&action=edit,https://en.wikipedia.org/wiki/Rudolf_Paszek,,,,,1194017871,Start,https://en.wikipedia.org/wiki/Rudolf_Paszek,Poland,Poland,37.7
Rudolf Rechsteiner,76862928.0,0.0,Rudolf Rechsteiner,wikitext,en,en,ltr,2024-10-05T14:43:58Z,1223078631,1757.0,76870089.0,https://en.wikipedia.org/wiki/Rudolf_Rechsteiner,https://en.wikipedia.org/w/index.php?title=Rudolf_Rechsteiner&action=edit,https://en.wikipedia.org/wiki/Rudolf_Rechsteiner,,,,,1223078631,Stub,https://en.wikipedia.org/wiki/Rudolf_Rechsteiner,Switzerland,Switzerland,8.8
Rudranath Indarsingh,73816371.0,0.0,Rudranath Indarsingh,wikitext,en,en,ltr,2024-09-27T02:39:45Z,1159203982,7006.0,73816678.0,https://en.wikipedia.org/wiki/Rudranath_Indarsingh,https://en.wikipedia.org/w/index.php?title=Rudranath_Indarsingh&action=edit,https://en.wikipedia.org/wiki/Rudranath_Indarsingh,,,,,1159203982,Start,https://en.wikipedia.org/wiki/Rudranath_Indarsingh,Trinidad and Tobago,Trinidad and Tobago,1.4
Rudy Aernoudt,42552634.0,0.0,Rudy Aernoudt,wikitext,en,en,ltr,2024-10-09T13:14:57Z,1241935456,20037.0,42559028.0,https://en.wikipedia.org/wiki/Rudy_Aernoudt,https://en.wikipedia.org/w/index.php?title=Rudy_Aernoudt&action=edit,https://en.wikipedia.org/wiki/Rudy_Aernoudt,,,,,1241935456,C,https://en.wikipedia.org/wiki/Rudy_Aernoudt,Belgium,Belgium,11.8
Rufai Hanga,73586473.0,0.0,Rufai Hanga,wikitext,en,en,ltr,2024-09-27T02:39:29Z,1242932427,2993.0,73597609.0,https://en.wikipedia.org/wiki/Rufai_Hanga,https://en.wikipedia.org/w/index.php?title=Rufai_Hanga&action=edit,https://en.wikipedia.org/wiki/Rufai_Hanga,,,,,1242932427,Stub,https://en.wikipedia.org/wiki/Rufai_Hanga,Nigeria,Nigeria,223.8
Ruggero Dollfus,77452110.0,0.0,Ruggero Dollfus,wikitext,en,en,ltr,2024-10-11T00:31:04Z,1249454578,7193.0,77453103.0,https://en.wikipedia.org/wiki/Ruggero_Dollfus,https://en.wikipedia.org/w/index.php?title=Ruggero_Dollfus&action=edit,https://en.wikipedia.org/wiki/Ruggero_Dollfus,,,,,1249454578,C,https://en.wikipedia.org/wiki/Ruggero_Dollfus,Switzerland,Switzerland,8.8
